ID,Название задачи,Статус,ID проекта
2256,Task 2256,В процессе,8877
2257,Task 2257,В процессе,2826
2258,Task 2258,Завершена,3968
2259,Task 2259,Завершена,4573
2260,Task 2260,Не начата,5577
2261,Task 2261,В процессе,9818
2262,Task 2262,Не начата,43
2263,Task 2263,Завершена,7609
2264,Task 2264,Не начата,4055
2265,Task 2265,Завершена,2617
2266,Task 2266,Не начата,8044
2267,Task 2267,В процессе,7396
2268,Task 2268,Завершена,8055
2269,Task 2269,В процессе,3071
2270,Task 2270,В процессе,1258
2271,Task 2271,Завершена,4282
2272,Task 2272,Не начата,6927
2273,Task 2273,В процессе,4155
2274,Task 2274,Завершена,865
2275,Task 2275,Не начата,6625
2276,Task 2276,Не начата,363
2277,Task 2277,Завершена,5552
2278,Task 2278,Не начата,5924
2279,Task 2279,Не начата,6146
2280,Task 2280,Завершена,8131
2281,Task 2281,Завершена,3217
2282,Task 2282,Не начата,1328
2283,Task 2283,В процессе,9799
2284,Task 2284,Завершена,3202
2285,Task 2285,Не начата,5204
2286,Task 2286,Завершена,9473
2287,Task 2287,В процессе,1019
2288,Task 2288,В процессе,9930
2289,Task 2289,Не начата,4687
2290,Task 2290,В процессе,9706
2291,Task 2291,Завершена,890
2292,Task 2292,Завершена,1260
2293,Task 2293,В процессе,5771
2294,Task 2294,В процессе,8164
2295,Task 2295,Завершена,4856
2296,Task 2296,Завершена,3705
2297,Task 2297,Завершена,9242
2298,Task 2298,В процессе,3386
2299,Task 2299,Завершена,9008
2300,Task 2300,Не начата,3791
2301,Task 2301,В процессе,269
2302,Task 2302,Завершена,4072
2303,Task 2303,Завершена,99
2304,Task 2304,Не начата,6626
2305,Task 2305,Завершена,6131
2306,Task 2306,В процессе,1107
2307,Task 2307,В процессе,2172
2308,Task 2308,Не начата,2712
2309,Task 2309,В процессе,549
2310,Task 2310,В процессе,1803
2311,Task 2311,В процессе,7984
2312,Task 2312,В процессе,8968
2313,Task 2313,Завершена,3873
2314,Task 2314,Завершена,381
2315,Task 2315,Не начата,1328
2316,Task 2316,Завершена,957
2317,Task 2317,Завершена,2720
2318,Task 2318,Не начата,3002
2319,Task 2319,Не начата,5123
2320,Task 2320,Завершена,4543
2321,Task 2321,Не начата,3107
2322,Task 2322,Завершена,8499
2323,Task 2323,Не начата,9451
2324,Task 2324,Завершена,1489
2325,Task 2325,Завершена,5209
2326,Task 2326,Не начата,373
2327,Task 2327,Не начата,7684
2328,Task 2328,В процессе,9456
2329,Task 2329,Завершена,1346
2330,Task 2330,Завершена,8502
2331,Task 2331,Не начата,5413
2332,Task 2332,Не начата,1804
2333,Task 2333,Не начата,8019
2334,Task 2334,Завершена,8090
2335,Task 2335,Не начата,1992
2336,Task 2336,Завершена,1432
2337,Task 2337,Не начата,202
2338,Task 2338,В процессе,9952
2339,Task 2339,Завершена,2496
2340,Task 2340,В процессе,7652
2341,Task 2341,Не начата,3747
2342,Task 2342,Завершена,3431
2343,Task 2343,Не начата,6786
2344,Task 2344,Не начата,8627
2345,Task 2345,Не начата,5383
2346,Task 2346,Завершена,6590
2347,Task 2347,Не начата,6371
2348,Task 2348,В процессе,8948
2349,Task 2349,Завершена,6764
2350,Task 2350,В процессе,6743
2351,Task 2351,В процессе,1485
2352,Task 2352,Завершена,5186
2353,Task 2353,Завершена,2265
2354,Task 2354,Завершена,4172
2355,Task 2355,В процессе,3724
2356,Task 2356,Не начата,7897
2357,Task 2357,Не начата,6572
2358,Task 2358,В процессе,7307
2359,Task 2359,В процессе,781
2360,Task 2360,Завершена,3884
2361,Task 2361,В процессе,3131
2362,Task 2362,Завершена,9375
2363,Task 2363,Завершена,8038
2364,Task 2364,В процессе,2498
2365,Task 2365,В процессе,2600
2366,Task 2366,Завершена,262
2367,Task 2367,Не начата,7124
2368,Task 2368,Завершена,2627
2369,Task 2369,В процессе,9880
2370,Task 2370,В процессе,689
2371,Task 2371,Не начата,707
2372,Task 2372,В процессе,7399
2373,Task 2373,Завершена,871
2374,Task 2374,В процессе,4391
2375,Task 2375,Завершена,4869
2376,Task 2376,Завершена,2970
2377,Task 2377,Не начата,7657
2378,Task 2378,В процессе,9810
2379,Task 2379,Не начата,9696
2380,Task 2380,Завершена,4431
2381,Task 2381,Завершена,2039
2382,Task 2382,Завершена,3133
2383,Task 2383,В процессе,4414
2384,Task 2384,Завершена,1180
2385,Task 2385,Завершена,3577
2386,Task 2386,Не начата,9159
2387,Task 2387,Завершена,8660
2388,Task 2388,Не начата,7276
2389,Task 2389,Не начата,6135
2390,Task 2390,Не начата,7712
2391,Task 2391,В процессе,3086
2392,Task 2392,В процессе,4503
2393,Task 2393,Не начата,2368
2394,Task 2394,Не начата,6940
2395,Task 2395,Завершена,4824
2396,Task 2396,Завершена,8657
2397,Task 2397,Не начата,3897
2398,Task 2398,В процессе,9142
2399,Task 2399,Завершена,3661
2400,Task 2400,Завершена,6759
2401,Task 2401,В процессе,4921
2402,Task 2402,В процессе,3048
2403,Task 2403,Не начата,4317
2404,Task 2404,Не начата,8125
2405,Task 2405,Не начата,7911
2406,Task 2406,Не начата,5844
2407,Task 2407,В процессе,394
2408,Task 2408,В процессе,2351
2409,Task 2409,Завершена,2470
2410,Task 2410,Не начата,6309
2411,Task 2411,Не начата,3795
2412,Task 2412,Завершена,6135
2413,Task 2413,В процессе,6934
2414,Task 2414,Не начата,8218
2415,Task 2415,Не начата,3914
2416,Task 2416,В процессе,543
2417,Task 2417,Завершена,9853
2418,Task 2418,Завершена,2902
2419,Task 2419,В процессе,5253
2420,Task 2420,В процессе,4570
2421,Task 2421,Не начата,9077
2422,Task 2422,В процессе,1998
2423,Task 2423,Не начата,7331
2424,Task 2424,Не начата,2762
2425,Task 2425,Не начата,618
2426,Task 2426,Завершена,5335
2427,Task 2427,В процессе,5384
2428,Task 2428,Завершена,9425
2429,Task 2429,В процессе,6080
2430,Task 2430,Завершена,2227
2431,Task 2431,Не начата,9113
2432,Task 2432,В процессе,1827
2433,Task 2433,Не начата,6203
2434,Task 2434,В процессе,9626
2435,Task 2435,Завершена,7408
2436,Task 2436,Завершена,3740
2437,Task 2437,В процессе,2360
2438,Task 2438,Завершена,6053
2439,Task 2439,В процессе,3048
2440,Task 2440,Завершена,1129
2441,Task 2441,Не начата,7122
2442,Task 2442,В процессе,5265
2443,Task 2443,Не начата,1217
2444,Task 2444,В процессе,5884
2445,Task 2445,Не начата,1118
2446,Task 2446,Не начата,2055
2447,Task 2447,Завершена,8791
2448,Task 2448,Завершена,1908
2449,Task 2449,В процессе,1710
2450,Task 2450,Не начата,9325
2451,Task 2451,Завершена,8546
2452,Task 2452,Не начата,197
2453,Task 2453,В процессе,8628
2454,Task 2454,Не начата,7346
2455,Task 2455,Не начата,5813
2456,Task 2456,Завершена,9761
2457,Task 2457,В процессе,8135
2458,Task 2458,Завершена,6884
2459,Task 2459,Завершена,9247
2460,Task 2460,Завершена,3477
2461,Task 2461,Не начата,7178
2462,Task 2462,Не начата,3446
2463,Task 2463,Завершена,8046
2464,Task 2464,Завершена,168
2465,Task 2465,В процессе,2663
2466,Task 2466,В процессе,9621
2467,Task 2467,Не начата,3592
2468,Task 2468,Завершена,3963
2469,Task 2469,В процессе,9359
2470,Task 2470,В процессе,8557
2471,Task 2471,В процессе,6190
2472,Task 2472,В процессе,3273
2473,Task 2473,Завершена,8549
2474,Task 2474,В процессе,1213
2475,Task 2475,Не начата,9796
2476,Task 2476,Завершена,2015
2477,Task 2477,В процессе,4573
2478,Task 2478,Завершена,8930
2479,Task 2479,Не начата,736
2480,Task 2480,В процессе,506
2481,Task 2481,Завершена,3308
2482,Task 2482,Не начата,8621
2483,Task 2483,В процессе,2415
2484,Task 2484,Завершена,5066
2485,Task 2485,Не начата,3809
2486,Task 2486,Завершена,6131
2487,Task 2487,Не начата,5279
2488,Task 2488,Завершена,9606
2489,Task 2489,Завершена,429
2490,Task 2490,Завершена,1243
2491,Task 2491,Не начата,4779
2492,Task 2492,Завершена,1814
2493,Task 2493,Завершена,924
2494,Task 2494,Не начата,7091
2495,Task 2495,В процессе,6507
2496,Task 2496,Завершена,1394
2497,Task 2497,В процессе,8537
2498,Task 2498,В процессе,6595
2499,Task 2499,Завершена,5904
2500,Task 2500,В процессе,6067
2501,Task 2501,Завершена,6633
2502,Task 2502,Завершена,7378
2503,Task 2503,В процессе,7471
2504,Task 2504,В процессе,4146
2505,Task 2505,Не начата,3873
2506,Task 2506,Завершена,2216
2507,Task 2507,Не начата,7438
2508,Task 2508,Не начата,2573
2509,Task 2509,В процессе,7127
2510,Task 2510,В процессе,4001
2511,Task 2511,Не начата,2409
2512,Task 2512,Завершена,3678
2513,Task 2513,В процессе,7478
2514,Task 2514,Завершена,5174
2515,Task 2515,В процессе,6193
2516,Task 2516,Не начата,5668
2517,Task 2517,В процессе,8830
2518,Task 2518,В процессе,6218
2519,Task 2519,Не начата,7009
2520,Task 2520,В процессе,4944
2521,Task 2521,Не начата,4816
2522,Task 2522,Завершена,2447
2523,Task 2523,Не начата,6578
2524,Task 2524,В процессе,157
2525,Task 2525,Завершена,3603
2526,Task 2526,Не начата,5281
2527,Task 2527,В процессе,5944
2528,Task 2528,Не начата,8988
2529,Task 2529,В процессе,2957
2530,Task 2530,В процессе,2710
2531,Task 2531,В процессе,4134
2532,Task 2532,Не начата,5311
2533,Task 2533,Не начата,5827
2534,Task 2534,Не начата,2990
2535,Task 2535,Завершена,8222
2536,Task 2536,В процессе,5405
2537,Task 2537,Не начата,1024
2538,Task 2538,Не начата,2677
2539,Task 2539,В процессе,3565
2540,Task 2540,В процессе,2881
2541,Task 2541,Не начата,6725
2542,Task 2542,Не начата,6069
2543,Task 2543,В процессе,2129
2544,Task 2544,Не начата,221
2545,Task 2545,В процессе,1925
2546,Task 2546,Не начата,5141
2547,Task 2547,Завершена,3292
2548,Task 2548,Завершена,1510
2549,Task 2549,Не начата,5703
2550,Task 2550,Не начата,6442
2551,Task 2551,Завершена,9139
2552,Task 2552,В процессе,7747
2553,Task 2553,Завершена,9056
2554,Task 2554,В процессе,4798
2555,Task 2555,В процессе,2201
2556,Task 2556,Завершена,2312
2557,Task 2557,В процессе,1091
2558,Task 2558,Не начата,426
2559,Task 2559,Не начата,4838
2560,Task 2560,В процессе,3557
2561,Task 2561,Завершена,7622
2562,Task 2562,В процессе,5982
2563,Task 2563,Не начата,3369
2564,Task 2564,В процессе,6760
2565,Task 2565,Завершена,8486
2566,Task 2566,В процессе,3140
2567,Task 2567,В процессе,6624
2568,Task 2568,Завершена,5713
2569,Task 2569,Не начата,8413
2570,Task 2570,Завершена,5553
2571,Task 2571,В процессе,4476
2572,Task 2572,В процессе,22
2573,Task 2573,Завершена,9121
2574,Task 2574,Не начата,5718
2575,Task 2575,Не начата,8400
2576,Task 2576,Не начата,6347
2577,Task 2577,Завершена,5452
2578,Task 2578,Завершена,8839
2579,Task 2579,Завершена,4612
2580,Task 2580,В процессе,92
2581,Task 2581,В процессе,779
2582,Task 2582,В процессе,2933
2583,Task 2583,Завершена,4365
2584,Task 2584,В процессе,9959
2585,Task 2585,Не начата,2364
2586,Task 2586,Не начата,8542
